rim	가장자리, 테두리 / 가장자리를 둘러싸다
bloom	개화, 전성기 / 꽃이 피다
youth	젊음 / 청년, 젊은이들
faith	신뢰, 믿음 / 신앙
sin	도덕적 또는 종교적 죄악 / 죄를 짓다
imaginary	상상의, 가공의
soak	담그다 / 흠뻑 적시다
criminal	범죄자, 범인 / 범죄의, 형사상의
thumb	엄지손가락 / 대충 읽다, 훑어보다
shave	깎다 / 시간, 비용 등을 줄이다
siege	포위 / 지속적인 공격
seize	붙잡다 / 압수하다
breathe	숨을 쉬다 / 한숨을 쉬다
impatient	조급한 / 참을성 없는
lessen	줄이다, 완화하다
heir	상속인 / 계승자
hoarse	목이 쉰
plain	명확한, 분명한 / 단순한, 꾸밈없는
flour	밀가루 / 밀가루를 뿌리다
dye	염료, 염색제 / 염색하다
turbulence	기류 / 혼란
tale	이야기, 설화
seed	씨, 씨앗 / 시작, 기초
cell	작은 방, 감옥의 작은 방 / 세포
route	경로, 길 / 방법, 방식
recommend	추천하다, 권장하다
bury	땅에 묻다 / 감추다, 은폐하다
male	남성, 남자 / 남성의, 남자의
sole	유일한, 단 하나의 / 신발의 밑창
serious	진지한 / 중대한, 심각한
redundant	과잉의, 여분의 / 정리 해고된
idle	일을 하지 않는, 한가한 / 게으른
tension	긴장 상태 / 물리적인 장력
renounce	포기하다, 단념하다 / 공식적으로 관계를 끊다
painful	고통스러운 / 힘든, 괴로운
long	길다 / 오랜 시간 동안
mean	의미하다 / 의도하다
room	방 / 공간
soil	토양, 흙 / 국가, 영토
row	줄, 열 / 노를 젓다
pitcher	주전자 / 투수
spark	불꽃, 스파크 / 촉발하다, 유발하다
tackle	문제를 해결하다 / 상대를 잡아 넘어뜨리다
utter	말하다 / 완전한, 절대적인
government	정부 / 통치 체계
tragedy	비극
pollute	오염시키다
assumption	가정 / 맡음, 인수
nationality	국적 / 민족성
liberate	해방시키다
diplomacy	외교, 외교술
sociable	사교적인 / 사교적인 사람
manipulate	조작하다 / 교묘하게 다루다
tolerate	견디다, 참다 / 너그럽게 받아들이다
captivate	마음을 사로잡다 / 매혹시키다
prosecution	기소, 소추
marketplace	시장, 장터, 거래소
distinct	뚜렷한, 명확한 / 별개의
proceedings	절차, 진행 / 회의록, 기록
capture	포획하다, 붙잡다 / 관심을 끌다, 매료시키다
massive	거대한, 엄청난
gain	얻다, 확보하다 / 체중이나 속도가 증가하다
grasp	이해하다 / 단단히 잡다
export	수출하다 / 수출
barrier	장벽 / 장애물
pleasant	즐거운, 기분 좋은 / 상냥한, 친절한
vision	비전, 목표 / 시력
employer	고용주
introduction	소개, 도입 / 서론, 도입부
column	기둥 / 정기 기고란
classical	고전적인 / 고전 음악의
glue	접착제 / 접착하다, 붙이다
inferior	질적으로 낮은 / 하급자
flashlight	손전등
nickel	5센트 동전 / 화학 원소 니켈
absorb	흡수하다 / 정보 등을 받아들이다
freeway	고속도로
unemployed	실직한, 직업이 없는
handy	유용한, 편리한 / 가까이에 있는
interviewee	인터뷰 대상자
dime	10센트 동전
burden	부담, 짐 / 부담을 주다, 짐을 지우다
endure	견디다 / 지속되다
offer	제공하다, 제안하다 / 제안, 제공
upward	상향하는 / 위쪽으로
wallet	지갑
cooperate	협력하다 / 협조하다
mass	덩어리, 집합체 / 대량의, 대규모의
role	역할, 임무
blue-chip	우량한, 신뢰할 만한
shopper	쇼핑객, 구매자 / 평가 목적으로 상점을 방문하는 사람
terrible	끔찍한 / 매우 나쁜
midday	정오
respectable	존경할 만한, 품위 있는 / 평판이 좋은
harbor	항구, 피난처 / 숨기다, 보호하다
crossing	교차로 / 횡단보도
curious	알고 싶어 하는, 궁금해 하는 / 이상한, 특이한
memorize	외우다, 기억하다
prominence	중요성, 두드러짐
theory	이론 / 가설, 추측
worthwhile	가치 있는 / 시간과 노력을 들일 만한
meaningful	의미 있는
unbelievable	믿기 어려운, 놀라운
automaker	자동차 제조업체 / 자동차 회사
complain	불평하다 / 불만을 제기하다
evidence	증거 / 증명하다
nowadays	요즘, 현재
tight	단단한, 꽉 끼는 / 시간이 촉박한
briefcase	서류가방, 서류첩
billion	십억 / 10억의
postmark	소인 / 소인을 찍다
beside	옆에 / 관련 없는
interpersonal	대인관계의 / 대면의
amusing	재미있는 / 즐거운
amazing	굉장한, 놀라운
carpenter	목수
barbershop	이발소
newsletter	소식지
tradition	전통, 관습 / 구전, 전해내려오는 이야기
bumpy	울퉁불퉁한 / 순탄치 않은
observation	관찰 / 주목한 사실이나 의견
explore	탐험하다 / 조사하다
proper	적절한, 올바른 / 정확한
determined	확고한, 단호한 / 결심한
even	평평한, 고른 / 심지어, ~조차도
intelligent	지적인, 지능이 높은 / 정보를 처리하는 능력의
punish	처벌하다
subtle	미묘한, 감지하기 힘든 / 세련된, 교묘한
former	이전의 / 첫 번째의
tendency	성향, 경향 / 추세, 동향
decision-maker	결정권자
greed	탐욕
gradually	점진적으로, 서서히
collaboration	협력 / 공동 작업, 공동 연구
theft	도둑질, 절도
candid	솔직한
lottery	복권, 추첨 / 운에 의존하는 행사
latter	둘 중 후자의 / 순서상 마지막의
resistance	저항, 반대
width	폭, 너비 / 넓이, 범위
voluntary	자발적인 / 무보수의
counselor	상담사 / 조언자, 법률 고문
requisition	정식 요청 / 정식으로 요청하다
disgusting	혐오스러운, 불쾌한
cultivate	재배하다 / 관계를 키우다
loaf	빵 한 덩어리 / 빈둥거리다
relate	관련되다 / 이해하다
considerate	배려 깊은, 신경을 쓰는
detect	감지하다, 발견하다 / 알아차리다, 인지하다
glance	잠깐 훑어보다 / 흘긋 쳐다보다
extent	범위, 정도 / 규모
dependent	의존하는 / 부양가족, 피양육자
abrupt	갑작스러운 / 무뚝뚝한, 퉁명스러운
perfume	향수 / 향기
explode	폭발하다 / 갑자기 크게 일어나다
interpret	해석하다 / 설명하다
possession	소유, 소유물 / 점유
adapt	적응하다 / 맞추다, 변경하다
conquest	정복 / 승리
blame	비난하다, 탓하다 / 비난, 책임
iron	철, 철분 / 다림질하다
distinguish	구별하다, 식별하다 / 돋보이게 하다
restless	잠잠하지 못한, 불안한 / 끊임없이 움직이는
poison	독 / 중독시키다
upright	수직의, 똑바로 선 / 올바른, 정직한
wrist	팔목
poverty	가난, 빈곤 / 결핍, 결여
amusement	즐거움 / 오락
shorten	줄이다
plaster	회반죽 / 반창고
earnest	진지한, 진정한 / 성실한
boast	자랑하다, 뽐내다 / 자랑거리
scope	범위 / 기회, 여지
conviction	신념, 확신 / 유죄 판결
hatred	증오 / 혐오
uneasy	불안한 / 불편한
envy	부러움, 질투 / 부러워하다, 질투하다
swear	맹세하다 / 욕설을 하다
contempt	경멸, 무시
scar	흉터, 상처 / 흉터를 남기다
coward	겁쟁이
offspring	자손, 후손 / 결과물, 산물
mercy	연민, 자비
hug	껴안다 / 껴안기
domain	영역, 분야 / 도메인, 인터넷 주소
alien	외국인 / 외계인
token	표시, 증표 / 기념품
nasty	불쾌한, 고약한 / 형편없는
sober	술에 취하지 않은 / 진지한
mandate	명령, 지시 / 권한을 부여하다, 위임하다
fuss	쓸데없는 소란 / 지나치게 신경 쓰다
infant	아기, 영유아
freelance	프리랜서 / 프리랜서로 일하다
naughty	말썽꾸러기의, 장난꾸러기의
passive	수동적인, 소극적인 / 무저항의, 받아들이는
neighboring	인접한
intolerable	참을 수 없는
allege	주장하다 / 혐의를 제기하다
momentary	순간적인 / 일시적인
deceive	속이다 / 오해하게 하다
hospitable	친절한, 환대하는
quicken	속도를 높이다 / 활기를 띠게 하다
temptation	유혹 / 충동
spokesperson	대변인, 대표
multiple	다수의, 다양한 / 배수
conditional	조건부의 / ~에 달린
punctual	시간을 엄수하는
imbalance	불균형
presume	추정하다, 간주하다 / 억측하다
short-cut	지름길, 빠른 길 / 지름길로 가다
second-hand	중고의 / 간접적인
straightforward	직설적인 / 간단명료한
cholesterol	콜레스테롤 / 혈중 지질
infection	감염, 질병
changeable	변하기 쉬운 / 교체할 수 있는
anticipation	기대, 예상 / 미리 준비함
rust	녹 / 녹슬다
bare	노출된, 맨 / 최소한의
lust	강한 욕망 / 강하게 원하다
fate	운명 / 결과, 결말
consulate	영사관 / 영사의 직책 또는 임기
ruin	폐허, 유적 / 파괴하다, 망치다
register	등록하다 / 기록하다
destroy	파괴하다 / 완전히 없애다
breed	번식하다 / 양육하다, 기르다
literally	문자 그대로 / 과장 없이, 실제로
cease	중단하다 / 그만두다
vanish	사라지다
sacrifice	희생, 헌신 / 희생하다, 바치다
stare	응시하다 / 응시
period	기간, 시기 / 시대
abstract	추상적인 / 요약, 개요
rescue	구조하다, 구출하다 / 구조, 구출
transport	수송하다, 운송하다 / 수송, 운송
successive	연속적인
emphasize	강조하다 / 두드러지게 하다
fruitful	성과가 있는, 결실 있는 / 풍부한, 다산의
magnificent	웅장한, 장엄한 / 훌륭한, 뛰어난
dedicate	바치다, 헌신하다 / 시간, 노력을 쏟다
routine	일상, 일과 / 정기적인, 일상적인
descend	내려가다, 하강하다 / 혈통에서 내려오다
therapy	치료, 요법 / 심리 치료
fairly	꽤, 상당히 / 공정하게
debate	토론, 논쟁 / 토론하다, 논의하다
fundamental	기본적인, 근본적인 / 기본 원리, 근본
ban	금지하다 / 금지
defect	결함, 하자 / 배반하다, 망명하다
bankrupt	파산한 / 파산시키다
overtake	앞지르다 / 능가하다
treatment	치료 / 처우, 대우
volunteer	자원봉사자, 지원자 / 자발적으로 하다, 자원하다
convention	회의, 대회 / 관습, 풍습
security	안전, 보안 / 재무적 보안
cargo	화물, 운송물 / 수화물
intersection	교차로, 교차 지점
anxious	걱정하는, 불안해하는 / 열망하는, 간절히 바라는
rectify	문제나 실수를 바로잡다, 수정하다
budget	예산 / 예산을 세우다
corporation	기업, 법인 / 협회, 단체
fare	교통 요금 / 음식
committee	위원회
union	조합 / 연합
device	장치, 기구 / 계략, 방책
asset	자산 / 귀중한 것, 사람
examine	조사하다 / 진찰하다
reimburse	환급하다, 변제하다
shipment	배송, 발송
polish	광택 / 광택을 내다
stationery	편지지와 사무용품
branch	나뭇가지 / 지점, 지사
missing	사라진, 분실된 / 부재중인, 결석한
malfunction	고장, 오작동 / 고장 나다, 오작동하다
innovative	혁신적인, 창의적인
dramatically	극적으로, 눈에 띄게 / 매우 인상적으로
narrow	좁은 / 좁히다, 줄이다
overhead	간접비, 고정비 / 머리 위의
unoccupied	사람이 살지 않는, 차지되지 않은 / 사용되지 않는
division	분할, 분배 / 부서, 학과
contact	연락, 접촉 / 연락하다
agree	동의하다 / 협의하다, 합의하다
calculate	계산하다 / 예측하다
aspect	측면, 관점 / 문법의 동작상
auction	경매 / 경매에 부치다
rate	비율 / 요금
face	직면하다 / 얼굴
alter	변경하다 / 조정하다
wage	임금, 월급 / 전쟁 등을 벌이다
official	공무원, 관리 / 공식적인
contract	계약서 / 계약을 체결하다
impression	인상, 느낌 / 영향, 충격
strike	치다, 때리다 / 파업하다
elaborate	자세히 설명하다 / 정교한, 복잡한
installment	할부금 / 한 회분, 한 편
acclaim	공개적으로 칭찬하다 / 칭찬, 환호
obsolete	더 이상 사용되지 않는, 구식의 / 구식이 되게 만들다
deteriorate	악화되다
thoroughly	철저하게
seasonal	계절적인 / 계절에 따른
board	위원회 / 판자, 널빤지
match	경기, 시합 / 어울리는 것, 짝
payroll	급여 명부 / 급여 총액
enroll	등록하다, 가입하다 / 병적에 편입시키다
memorandum	메모, 회람 / 각서, 약정서
auditorium	강당, 회관
mutual	상호적인 / 공동의
argue	토론하다, 논쟁하다 / 주장하다
insult	모욕 / 모욕하다
shrink	크기가 줄어들다 / 겁을 먹다, 움츠러들다
oppressive	억압적인, 압제적인 / 답답한, 숨 막히는
currency	통화, 화폐 / 널리 받아들여짐, 통용
proficient	능숙한, 유능한 / 뛰어난, 숙달된
premium	보험료 / 할부 수수료
survey	설문조사 / 조사하다, 검사하다
recruit	채용하다 / 신입 회원, 신입 직원
inflation	인플레이션, 물가 상승
deficit	결손, 적자 / 부족
declare	선언하다, 발표하다 / 세관 신고하다
petition	청원서, 탄원서 / 청원하다, 탄원하다
entail	수반하다 / 필요로 하다
expenditure	지출, 비용
portfolio	포트폴리오, 작품 모음집 / 서류첩
react	반응하다, 대응하다
prohibit	금지하다 / 제한하다
satellite	인공위성 / 위성 도시
outfit	의상, 복장 / 장비, 도구
numerous	많은
gauge	계기, 측정기 / 측정하다
forecast	예측하다, 예보하다 / 예측, 예보
stir	섞다 / 자극하다
largely	대부분, 주로 / 대체로, 거의
slightly	약간, 조금 / 별로, 그렇게 많이
eventually	결국, 최종적으로
capable	능력이 있는, 할 수 있는
considerable	상당한
superior	우수한, 뛰어난 / 상급자, 상사
exception	예외 / 특례
commodity	상품, 생필품 / 원자재
notification	통지, 알림
presumably	아마도, 추측건대
cite	참조하다, 인용하다 / 이유로 들다
comprehensive	포괄적인 / 종합적인
dilute	희석하다, 묽게 하다 / 묽어진, 희석된
incidental	부수적인, 우발적인 / 부수적인 것, 우발적인 사건
lucrative	수익성이 좋은
marginal	사소한, 미미한 / 가장자리의, 경계에 있는
monopoly	독점
precipitation	강수량 / 침전
drape	걸치다 / 주름, 덮개
relatively	비교적, 상대적으로 / 꽤, 상당히
wane	감소하다, 약해지다 / 감소, 쇠퇴
confirmation	확인, 확증 / 승인
allocate	할당하다 / 배분하다
disperse	흩어지다 / 퍼뜨리다
custody	양육권 / 보호
sufficiently	충분히
lax	느슨한, 엄격하지 않은 / 허술한, 부주의한
particularly	특히 / 특별히
remittance	송금 / 송금액
expedite	신속히 처리하다 / 촉진하다
compatible	호환 가능한 / 양립할 수 있는
conjunction	연결사, 접속사 / 결합, 동시 발생
irrelevant	관련 없는
skilled	숙련된 / 능숙한
live	살다 / 생방송으로 방송되다
apparel	의류, 옷
properly	적절하게, 제대로 / 맞게
compensate	보상하다, 배상하다
announcement	공지, 발표 / 방송, 공고
forfeit	몰수당하다, 잃다 / 벌금, 몰수된 것
gratuity	팁, 봉사료 / 퇴직금
inherently	본질적으로
realistically	현실적으로 / 실제적으로
unanimous	만장일치의 / 모두의 동의를 받는
confiscate	압수하다, 몰수하다
procrastinate	미루다, 지연시키다
normal	일반적인, 평범한 / 정상적인 상태
periodical	정기 간행물 / 정기적인
provision	공급, 제공 / 규정, 조건
sophisticated	정교한, 복잡한 / 세련된
dignitary	고위 인사
existing	현재 존재하는, 기존의
cautiously	조심스럽게
concurrently	동시에
inaugurate	개시하다 / 취임식을 거행하다
unlimited	무제한의
incompetent	무능한, 능력 없는 / 무능력한 사람
occasionally	가끔, 때때로
characteristic	특징, 특질 / 독특한, 특유의
illustrate	설명하다 / 삽화로 꾸미다
struggle	애쓰다, 분투하다 / 투쟁, 분투
reward	보상, 상 / 보상하다
current	현재의 / 흐름, 경향
revolutionary	혁명적인 / 혁명가
proportion	비율, 부분 / 균형, 비례
drought	가뭄
utility	유용성, 효용 / 공공 서비스, 공익 사업
diminish	감소시키다 / 감소하다, 줄다
complement	보완물, 보충물 / 보완하다
fine	벌금 / 좋은, 질이 좋은
incentive	동기, 유인책 / 유발하는, 자극적인
widely	널리, 폭넓게
award	상, 수상 / 상을 수여하다
modify	조정하다, 변경하다
unexpected	예상치 못한 / 뜻밖의
praise	칭찬하다 / 칭찬, 찬사
fuel	연료 / 활력을 주다, 촉진하다
attraction	매력, 끌어당김 / 관광 명소, 인기 장소
dispute	논쟁, 분쟁 / 논쟁하다, 반박하다
convey	전달하다 / 운반하다
compromise	타협, 절충 / 타협하다, 절충하다
abolish	폐지하다
speculation	추측 / 투기
solution	해결책 / 용액
prevention	방지, 예방
precisely	정확히
differ	다르다 / 차이가 있다
establish	설립하다 / 확립하다
evaluate	평가하다
certification	자격증, 인증서 / 인증, 증명
embassy	대사관
appearance	외모 / 출현, 등장
deliberate	의도적인, 계획적인 / 심사숙고하다
controversy	논란, 분쟁
fragile	잘 부서지기 쉬운 / 취약한
innate	타고난, 선천적인
accelerate	속도를 높이다 / 과정을 더 빠르게 진행하다
refrain	자제하다, 삼가다 / 반복되는 말, 후렴
delicate	섬세한, 정교한 / 민감한, 취급 주의가 필요한
aptitude	적성, 역량 / 소질
advocate	지지자 / 지지하다, 옹호하다
antibiotic	항생제
attorney	변호사 / 법적 대리인
congestion	교통 혼잡 / 밀집, 혼잡
deplete	고갈시키다, 소모하다
detach	떼어내다, 풀다 / 분리되다
emission	배출, 방출 / 방사
enact	법을 제정하다 / 연기하다
enforce	시행하다 / 강요하다
eradicate	근절하다, 제거하다
exploit	최대한 활용하다 / 착취하다
fraud	사기, 기만 / 부정 행위
forbid	금지하다, 못하게 하다
legislation	법률 제정 / 법규
illegible	읽기 어려운
improvise	즉흥적으로 만들다 / 급히 마련하다, 임시변통하다
insulation	단열재, 절연체 / 절연
litigation	소송, 법적 분쟁 / 법적 절차
undoubtedly	의심할 여지가 없이
contingent	~여하에 달린, 조건부의 / 대표단, 파견단
exotic	이국적인 / 색다른
scent	향기, 냄새 / 냄새를 맡다, 추적하다
devastate	완전히 파괴하다 / 충격을 주다
duration	지속 시간
beforehand	미리, 사전에
patent	특허, 특허권 / 명백한, 뚜렷한
perception	인식, 지각 / 견해, 시각
preside	주재하다 / 사회를 보다
succinct	간결한
susceptible	영향을 받기 쉬운 / 감수성이 예민한
trigger	유발하다 / 방아쇠
adhere	따르다, 고수하다 / 달라붙다
adjourn	중단하다, 휴회하다 / 장소를 옮기다
apprehensive	불안해하는, 염려하는
obstruct	방해하다 / 가로막다
confront	직면하다 / 대면하다, 대결하다
thrive	번영하다, 성장하다 / 성공하다
bilateral	양측의, 쌍방의
chronological	시간 순서의
endorse	승인하다 / 지지하다
fabricate	만들다, 제작하다 / 조작하다
curtail	줄이다, 축소하다 / 제한하다
embargo	무역 금지, 제재 / 무역을 금지하다
contend	경쟁하다 / 주장하다
equivalent	동등한, 상응하는 / 동등한 것
conglomerate	다각화된 대기업 / 복합적인
rigid	엄격한 / 굳은, 유연하지 않은
waive	포기하다, 철회하다 / 면제하다
consolidate	강화하다 / 통합하다
discrepancy	불일치, 차이
sturdy	튼튼한, 견고한 / 확고한, 결연한
unwavering	흔들림 없는
reciprocal	상호 간의 / 호혜적인
stance	입장, 태도 / 자세, 위치
offset	상쇄 / 상쇄하다, 보완하다
slowdown	둔화, 감속
attribute	~의 탓으로 돌리다 / 특성, 속성
connoisseur	전문가, 감식가
closely	가까이, 밀접하게 / 주의 깊게
ratio	비율, 비
bond	채권 / 유대감
defer	연기하다 / 다른 사람에게 맡기다, 따르다
flood	홍수 / 범람하다, 가득 차다
censorship	검열
rapidly	빠르게
customize	개인 맞춤화하다 / 특정 요구에 맞게 조정하다
inconsistency	불일치, 모순 / 일관성 없음
justify	정당화하다
reorganize	재편성하다 / 재배치하다
turnover	직원 변동률 / 매출액
uphold	지지하다 / 유지하다
collapse	무너지다, 붕괴하다 / 붕괴, 급격한 약화
contributor	기여자, 공헌자 / 기고가
dividend	배당금 / 나누어지는 수
seriously	심각하게 / 진지하게
carelessly	부주의하게
habitat	서식지 / 거주지
insubordinate	불복종하는, 반항적인 / 도전적인
liability	법적 책임 / 채무
retaliation	복수, 보복
seating	좌석 배치, 좌석 수용 능력
annulment	무효화, 취소
supplement	보충하다 / 보충물, 추가물
alumni	졸업생, 동문
commerce	상업, 무역
disclose	공개하다, 밝히다
emerge	나타나다, 드러나다 / 생겨나다, 나오다
eminent	저명한, 탁월한 / 돌출한, 눈에 띄는
genuine	진짜의 / 진실된
monetary	화폐의, 금전적인
solely	오로지, 단독으로 / 단지
conserve	보호하다 / 절약하다
impending	임박한
advisable	권장할 만한, 바람직한
circumscribe	제한하다 / 둘러싸다, 경계짓다
instantly	즉시 / 바로, 순간적으로
judge	판사 / 심사위원
fortify	강화하다, 튼튼하게 하다 / 영양가를 높이다
discharge	방출하다 / 해고하다
coherent	논리적인, 일관성 있는 / 조리 있게 말하는
ledger	회계 장부, 원장
bilingual	두 언어를 사용할 수 있는 / 이중 언어 사용자
compare	비교하다, 대조하다
proximity	가까움, 근접
purify	정화하다 / 마음을 정화하다
aspiration	열망, 포부
deadlock	교착 상태, 막다름
deal	처리하다 / 거래하다
ecology	생태학 / 생태계
flourish	번창하다, 번영하다 / 활달하게 활약하다
implication	함축, 암시 / 영향, 결과
conform	따르다, 순응하다 / 일치하다, 조화되다
deviate	벗어나다 / 일탈하다
evidently	분명히, 명백히 / 듣자 하니
infusion	주입, 투입 / 추출물
migration	이동, 이주 / 데이터 전환
clout	영향력, 권력 / 타격, 강타
occupation	직업, 일자리 / 점령, 차지
depot	정비 시설, 보관 장소 / 창고, 저장소
exhibition	전시회 / 발휘, 표현
benefit	이익, 혜택 / 이익을 얻다, 유익하다
detour	우회로 / 우회하다
divert	방향을 돌리다 / 주의를 돌리다
persist	고집하다, 지속하다
foresee	예측하다
unstable	불안정한 / 정신적으로 불안정한
degree	학위 / 정도, 수준
swap	교환하다 / 교환
constructive	건설적인 / 발전적인
desirable	원하는, 탐나는 / 바람직한
sewage	하수, 오수 / 배수
cultivation	경작, 재배 / 발전, 양성
dose	약의 복용량, 1회분 / 투여하다, 복용시키다
prospect	가능성, 전망 / 유망한 사람, 유망한 후보
soar	급격히 상승하다 / 날아오르다
utensil	주방 도구 / 특정 목적을 위한 도구
violation	위반, 침해
disaster	재앙, 참사
strictly	엄격하게, 철저히
abate	감소하다, 약해지다 / 완화하다
envision	상상하다, 구상하다
liquidate	자산을 현금화하다 / 사업을 종료시키다
scenic	경치가 아름다운 / 무대 상의
screen	화면, 스크린 / 체계적으로 선별하다
earnings	수익, 소득 / 벌어들인 돈
regulate	규제하다 / 조절하다
faction	소수파, 파벌
survive	살아남다, 생존하다
conservative	보수적인, 전통적인 / 보수주의자
burst	터지다, 폭발하다 / 갑작스럽게 나타나다
volume	부피, 용량 / 소리 크기, 음량
pursue	추구하다 / 뒤쫓다
frame	틀, 구조 / 틀에 넣다, 구성하다
container	용기, 그릇 / 운송용 대형 상자, 컨테이너
vital	매우 중요한 / 생명 유지에 필수적인
promotion	승진 / 홍보
competition	경쟁 / 대회
mention	언급하다 / 언급, 언급된 것
fabric	직물, 천 / 구조, 구성
residence	거주지, 주택 / 거주
include	포함하다, 포함시키다 / 넣다
annual	연간의 / 매년의
derive	얻다, 유래하다
damaged	손상된, 파손된 / 피해를 본
advertisement	광고
recently	최근에
cash	현금 / 현금으로 바꾸다
collection	수집, 모음 / 기부금, 모금
handle	다루다, 처리하다 / 손잡이, 핸들
form	형태 / 양식, 서식
earn	돈을 벌다 / 인정이나 명성을 얻다
factor	요인 / 고려하다
qualification	자격 / 능력
unique	독특한, 특별한 / 유일한
confusion	혼란 / 혼동
attendee	참석자
discuss	논의하다
laundry	세탁물 / 세탁업, 세탁소
average	평균 / 보통의, 평범한
demonstrate	보여주다, 시연하다 / 증명하다
inquire	질문하다 / 조사하다
resignation	사임, 사직 / 체념
shortly	곧, 금방 / 간단히, 짧게
duplicate	복제하다 / 복사본
location	장소, 위치
request	요청, 요구 / 요청하다, 요구하다
carton	종이박스, 용기 / 포장된 제품
relocate	이전하다 / 재배치하다
regular	규칙적인 / 일반적인
place	장소 / 놓다, 배치하다
percentage	백분율 / 비율, 비중
understanding	이해, 이해력 / 이해심 있는
renovation	개조, 보수 / 혁신, 갱신
manufacturer	제조업체, 제조자 / 제작자
inspect	점검하다, 조사하다
emergency	비상사태, 응급상황 / 긴급한 필요 상황
warehouse	창고 / 데이터 저장소
bill	청구서, 계산서 / 법안
